s_id,s_nm,s_tenabili,s_wno,s_hh,s_pop,s_zno,s_addr,s_lat,s_lon,u_id,u_zno,u_wno,u_nm,u_addr,u_lat,u_lon,qneat_dist
S4-38-27,Durgadevi Nagar,tenable,38,480,1954,4,"Durgadevi Nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1287025,80.2774294,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,399.9109502
S4-41-63,Ezil nagar,Tenable,41,720,2750,4,"Ezil nagar, Ward 41, TONDIAR PET, Chennai, Tamil Nadu, India",13.1299689,80.2732491,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,1039.155757
S4-38-21,Nehru Nagar,Tenable,38,1387,5511,4,"Nehru Nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1316542,80.2791104,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,617.7391453
S4-38-25,Gandhi Nagar,Tenable,38,136,553,4,"Gandhi Nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1316542,80.2791104,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,617.7391453
S4-38-28,Sathri nagar,Tenable,38,228,952,4,"Sathri nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1316542,80.2791104,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,617.7391453
S4-38-29,Tamizhan nagar,Tenable,38,150,601,4,"Tamizhan nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1316542,80.2791104,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,617.7391453
S4-38-30,Karunanidhi Nagar,Tenable,38,814,3266,4,"Karunanidhi Nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1361747,80.2798091,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,1235.053674
S4-38-20,Vinobha nagar,Tenable,38,836,3146,4,"Vinobha nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1362494,80.2791712,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,1227.030346
S4-38-26,Nedunchezhiyan Nagar,Tenable,38,484,1850,4,"Nedunchezhiyan Nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.1391258,80.2798679,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,1560.132989
S4-38-24,New Vinobha nagar,Tenable,38,112,456,4,"New Vinobha nagar, Ward 38, TONDIAR PET, Chennai, Tamil Nadu, India",13.139865,80.2786007,UPHC20,4,41,Korukkupet,"Urban Primary Health Centre, Korukkupet, No15; Amman Koil St; Sivaji Nagar; Korukkupet; Chennai  21",13.1274481,80.2797992,1739.761235
S4-35-4,Erukkancherry,Tenable,35,162,662,4,"Erukkancherry, Ward 35, TONDIAR PET, Chennai, Tamil Nadu, India",13.1307574,80.2511813,UPHC21,4,42,Jeeva Nagar,"Urban Primary Health Centre, Jeeva Nagar, No 602; THRoad; Tondaiyarpet; Chennai  81",13.1324667,80.253515,327.3905739
S4-43-95,Kasipuram,Tenable,43,146,608,4,"Kasipuram, Ward 43, TONDIAR PET, Chennai, Tamil Nadu, India",13.1293356,80.2941488,UPHC22,4,43,Tondiarpet,"Urban Primary Health Centre, Tondiarpet, Kasima Nagar 3Rd Street; Chennai 13",13.128811,80.2931751,185.6578003
S4-43-89,Surya Narayana chetty street,Tenable,43,338,1276,4,"Surya Narayana chetty street, Ward 43, TONDIAR PET, Chennai, Tamil Nadu, India",13.1306937,80.296135,UPHC22,4,43,Tondiarpet,"Urban Primary Health Centre, Tondiarpet, Kasima Nagar 3Rd Street; Chennai 13",13.128811,80.2931751,513.9591425
S4-43-93,Surya Narayana street,Tenable,43,29,120,4,"Surya Narayana street, Ward 43, TONDIAR PET, Chennai, Tamil Nadu, India",13.1306937,80.296135,UPHC22,4,43,Tondiarpet,"Urban Primary Health Centre, Tondiarpet, Kasima Nagar 3Rd Street; Chennai 13",13.128811,80.2931751,513.9591425
S3-33-81,Vasudevan Thottam,Tenable,33,62,224,3,"Vasudevan Thottam, Ward 33, MADHAVARAM, Chennai, Tamil Nadu, India",13.1324282,80.2313705,UPHC24,4,44,Perambur,"Urban Primary Health Centre, Perambur, No100; Kamaraj Nagar 2nd St; Vyasarapadi; Chennai  11",13.1236814,80.2316773,1137.730874
S3-33-72,Nethaji Street,Tenable,33,20,66,3,"Nethaji Street, Ward 33, MADHAVARAM, Chennai, Tamil Nadu, India",13.1340591,80.2291404,UPHC24,4,44,Perambur,"Urban Primary Health Centre, Perambur, No100; Kamaraj Nagar 2nd St; Vyasarapadi; Chennai  11",13.1236814,80.2316773,1453.853987
S3-33-71,Kanaga Chathiram,Tenable,33,21,78,3,"Kanaga Chathiram, Ward 33, MADHAVARAM, Chennai, Tamil Nadu, India",13.1340789,80.2314343,UPHC24,4,44,Perambur,"Urban Primary Health Centre, Perambur, No100; Kamaraj Nagar 2nd St; Vyasarapadi; Chennai  11",13.1236814,80.2316773,1324.741724
S3-33-78,Vedachalam Street,Tenable,33,31,127,3,"Vedachalam Street, Ward 33, MADHAVARAM, Chennai, Tamil Nadu, India",13.1354049,80.2308941,UPHC24,4,44,Perambur,"Urban Primary Health Centre, Perambur, No100; Kamaraj Nagar 2nd St; Vyasarapadi; Chennai  11",13.1236814,80.2316773,1595.387917
S10-128-9,Aranganathan Nagar,Tenable,128,183,772,10,"Aranganathan Nagar, Ward 128, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0488534,80.190645,UPHC25,4,45,Elango Nagar,"Urban Primary Health Centre, Elango Nagar, No18; Dr Ambedkar College Road; Vyasarpadi; Chennai  39",13.0537182,80.1906046,809.9012503
S6-72-33,Venkatesapuram New Colony,Tenable,72,170,744,6,"Venkatesapuram New Colony, Ward 72, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1071199,80.2624489,UPHC26,4,45,Sathiya Moorthy Nagar,"Urban Primary Health Centre, Sathiya Moorthy Nagar, No17; Sathyamoorthy Nagar Main Road; Vyasarpadi; Chennai 39",13.1178746,80.2657288,1496.833313
S6-72-48,Kasturibai Colony B Block,Tenable,72,188,931,6,"Kasturibai Colony B Block, Ward 72, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.107806,80.2664556,UPHC26,4,45,Sathiya Moorthy Nagar,"Urban Primary Health Centre, Sathiya Moorthy Nagar, No17; Sathyamoorthy Nagar Main Road; Vyasarpadi; Chennai 39",13.1178746,80.2657288,1389.653216
S6-72-47,Old Venkatesapuram,Tenable,72,175,751,6,"Old Venkatesapuram, Ward 72, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1093625,80.2652362,UPHC26,4,45,Sathiya Moorthy Nagar,"Urban Primary Health Centre, Sathiya Moorthy Nagar, No17; Sathyamoorthy Nagar Main Road; Vyasarpadi; Chennai 39",13.1178746,80.2657288,1162.157517
S4-46-103,A.Kalyanapuram,Tenable,46,183,694,4,"A.Kalyanapuram, Ward 46, TONDIAR PET, Chennai, Tamil Nadu, India",13.1139794,80.2648878,UPHC26,4,45,Sathiya Moorthy Nagar,"Urban Primary Health Centre, Sathiya Moorthy Nagar, No17; Sathyamoorthy Nagar Main Road; Vyasarpadi; Chennai 39",13.1178746,80.2657288,522.7258387
S4-46-106,B.Kalyanapuram,Tenable,46,867,3477,4,"B.Kalyanapuram, Ward 46, TONDIAR PET, Chennai, Tamil Nadu, India",13.1139794,80.2648878,UPHC26,4,45,Sathiya Moorthy Nagar,"Urban Primary Health Centre, Sathiya Moorthy Nagar, No17; Sathyamoorthy Nagar Main Road; Vyasarpadi; Chennai 39",13.1178746,80.2657288,522.7258387
S4-46-108,Kennedy nagar,Tenable,46,322,1368,4,"Kennedy nagar, Ward 46, TONDIAR PET, Chennai, Tamil Nadu, India",13.1165957,80.2641616,UPHC26,4,45,Sathiya Moorthy Nagar,"Urban Primary Health Centre, Sathiya Moorthy Nagar, No17; Sathyamoorthy Nagar Main Road; Vyasarpadi; Chennai 39",13.1178746,80.2657288,312.1593384
S4-46-111,Jonh Kennady Nagar,Tenable,46,67,278,4,"Jonh Kennady Nagar, Ward 46, TONDIAR PET, Chennai, Tamil Nadu, India",13.1165957,80.2641616,UPHC26,4,45,Sathiya Moorthy Nagar,"Urban Primary Health Centre, Sathiya Moorthy Nagar, No17; Sathyamoorthy Nagar Main Road; Vyasarpadi; Chennai 39",13.1178746,80.2657288,312.1593384
S4-42-75,Rettakuzhai Street,Tenable,42,590,2234,4,"Rettakuzhai Street, Ward 42, TONDIAR PET, Chennai, Tamil Nadu, India",13.122074,80.284523,UPHC28,5,49,Sanjeevarayanpet,"Urban Primary Health Centre, Sanjeevarayanpet, No 194; Solaiappar St; Chennai  21",13.124677,80.290188,939.4574606
S4-42-77,Moyar pasudeven st,Untenable,42,788,2618,4,"Moyar pasudeven st, Ward 42, TONDIAR PET, Chennai, Tamil Nadu, India",13.122074,80.284523,UPHC28,5,49,Sanjeevarayanpet,"Urban Primary Health Centre, Sanjeevarayanpet, No 194; Solaiappar St; Chennai  21",13.124677,80.290188,939.4574606
S4-42-79,Thirunavkarasu thottam,Untenable,42,897,2818,4,"Thirunavkarasu thottam, Ward 42, TONDIAR PET, Chennai, Tamil Nadu, India",13.122074,80.284523,UPHC28,5,49,Sanjeevarayanpet,"Urban Primary Health Centre, Sanjeevarayanpet, No 194; Solaiappar St; Chennai  21",13.124677,80.290188,939.4574606
S4-42-82,K.G.Garden,Untenable,42,299,1090,4,"K.G.Garden, Ward 42, TONDIAR PET, Chennai, Tamil Nadu, India",13.122074,80.284523,UPHC28,5,49,Sanjeevarayanpet,"Urban Primary Health Centre, Sanjeevarayanpet, No 194; Solaiappar St; Chennai  21",13.124677,80.290188,939.4574606
S4-42-83,Appasamy Thottam,Untenable,42,503,1834,4,"Appasamy Thottam, Ward 42, TONDIAR PET, Chennai, Tamil Nadu, India",13.122074,80.284523,UPHC28,5,49,Sanjeevarayanpet,"Urban Primary Health Centre, Sanjeevarayanpet, No 194; Solaiappar St; Chennai  21",13.124677,80.290188,939.4574606
S4-42-84,Veerakutty st,Tenable,42,1053,3801,4,"Veerakutty st, Ward 42, TONDIAR PET, Chennai, Tamil Nadu, India",13.122074,80.284523,UPHC28,5,49,Sanjeevarayanpet,"Urban Primary Health Centre, Sanjeevarayanpet, No 194; Solaiappar St; Chennai  21",13.124677,80.290188,939.4574606
S5-50-2,Amman Koil Street,Tenable,50,283,1145,5,"Amman Koil Street, Ward 50, ROYAPURAM, Chennai, Tamil Nadu, India",13.1103026,80.2967387,UPHC29,5,50,Grace Garden,"Urban Primary Health Centre, Grace Garden, No 1; Venkatesan Street; Royapuram; Chennai  13",13.1183084,80.2930178,1321.541521
S5-50-3,Indira Nagar,UnTenable,50,110,416,5,"Indira Nagar, Ward 50, ROYAPURAM, Chennai, Tamil Nadu, India",13.1205485,80.2972833,UPHC29,5,50,Grace Garden,"Urban Primary Health Centre, Grace Garden, No 1; Venkatesan Street; Royapuram; Chennai  13",13.1183084,80.2930178,730.384465
S5-53-21,Basin Bridge Road,Tenable,53,133,560,5,"Basin Bridge Road, Ward 53, ROYAPURAM, Chennai, Tamil Nadu, India",13.1039625,80.2738079,UPHC30,5,53,Kondithope,"Urban Primary Health Centre, Kondithope, No 60; Basin Bridge Road; Kondithope; Chennai  21",13.1042169,80.2745167,158.9649216
S5-53-16,Chidambaram Nagar,Tenable,53,283,1124,5,"Chidambaram Nagar, Ward 53, ROYAPURAM, Chennai, Tamil Nadu, India",13.1057483,80.2732491,UPHC30,5,53,Kondithope,"Urban Primary Health Centre, Kondithope, No 60; Basin Bridge Road; Kondithope; Chennai  21",13.1042169,80.2745167,325.6642762
S5-53-18,New Labour Lane,Tenable,53,263,1015,5,"New Labour Lane, Ward 53, ROYAPURAM, Chennai, Tamil Nadu, India",13.106015,80.2761233,UPHC30,5,53,Kondithope,"Urban Primary Health Centre, Kondithope, No 60; Basin Bridge Road; Kondithope; Chennai  21",13.1042169,80.2745167,616.5641104
S5-53-15,Pensioners Lane,Tenable,53,343,1486,5,"Pensioners Lane, Ward 53, ROYAPURAM, Chennai, Tamil Nadu, India",13.108845,80.2799481,UPHC30,5,53,Kondithope,"Urban Primary Health Centre, Kondithope, No 60; Basin Bridge Road; Kondithope; Chennai  21",13.1042169,80.2745167,1010.00066
S5-57-58,Jutkapuram,UnTenable,57,322,1427,5,"Jutkapuram, Ward 57, ROYAPURAM, Chennai, Tamil Nadu, India",13.089617,80.2751651,UPHC31,5,54,PK Garden,"Urban Primary Health Centre, PK Garden, No 44; Walltax Road; Chennai  79",13.091172,80.2753649,258.0371213
S5-57-30,Adhi Andra Colony,UnTenable,57,98,441,5,"Adhi Andra Colony, Ward 57, ROYAPURAM, Chennai, Tamil Nadu, India",13.0931649,80.2748168,UPHC31,5,54,PK Garden,"Urban Primary Health Centre, PK Garden, No 44; Walltax Road; Chennai  79",13.091172,80.2753649,278.8384008
S5-60-31,Adam Street,UnTenable,60,96,398,5,"Adam Street, Ward 60, ROYAPURAM, Chennai, Tamil Nadu, India",13.0993034,80.2922107,UPHC33,5,56,Brn Garden,"Urban Primary Health Centre, Brn Garden, No 225; Broadway Road; Chennai  1",13.101256,80.286646,970.6474639
S5-60-44,Angappan Street,Tenable,60,54,202,5,"Angappan Street, Ward 60, ROYAPURAM, Chennai, Tamil Nadu, India",13.0999365,80.2914589,UPHC33,5,56,Brn Garden,"Urban Primary Health Centre, Brn Garden, No 225; Broadway Road; Chennai  1",13.101256,80.286646,826.8960692
S5-56-26,Thiruvalluvar Nagar,UnTenable,56,247,1117,5,"Thiruvalluvar Nagar, Ward 56, ROYAPURAM, Chennai, Tamil Nadu, India",13.1024235,80.2889243,UPHC33,5,56,Brn Garden,"Urban Primary Health Centre, Brn Garden, No 225; Broadway Road; Chennai  1",13.101256,80.286646,444.0873643
S5-59-34,"Sathyavani Muthu Nagar , Huts",Tenable,59,169,606,5,"Sathyavani Muthu Nagar , Huts, Ward 59, ROYAPURAM, Chennai, Tamil Nadu, India",13.0786309,80.2765586,UPHC35,5,60,Harbour,"Urban Primary Health Centre, Harbour, No 1; 4th Lane Beach Road; Chennai  01",13.0826802,80.2707184,1469.314478
S5-59-35,"Sathyavani Muthu Nagar , Bridge",UnTenable,59,260,854,5,"Sathyavani Muthu Nagar , Bridge, Ward 59, ROYAPURAM, Chennai, Tamil Nadu, India",13.0786309,80.2765586,UPHC35,5,60,Harbour,"Urban Primary Health Centre, Harbour, No 1; 4th Lane Beach Road; Chennai  01",13.0826802,80.2707184,1469.314478
S5-59-36,Sathyavani Muthu Nagar,UnTenable,59,264,1014,5,"Sathyavani Muthu Nagar, Ward 59, ROYAPURAM, Chennai, Tamil Nadu, India",13.0786309,80.2765586,UPHC35,5,60,Harbour,"Urban Primary Health Centre, Harbour, No 1; 4th Lane Beach Road; Chennai  01",13.0826802,80.2707184,1469.314478
S5-60-43,Sir Muthusamy Salai,UnTenable,60,253,969,5,"Sir Muthusamy Salai, Ward 60, ROYAPURAM, Chennai, Tamil Nadu, India",13.0790445,80.2820338,UPHC35,5,60,Harbour,"Urban Primary Health Centre, Harbour, No 1; 4th Lane Beach Road; Chennai  01",13.0826802,80.2707184,1771.348985
S5-60-40,North Beach Road,Tenable,60,242,916,5,"North Beach Road, Ward 60, ROYAPURAM, Chennai, Tamil Nadu, India",13.0873776,80.2897473,UPHC36,5,56,Amman Koil South,"Urban Primary Health Centre, Amman Koil South, No 8; Appu Maistry St; Chennai  1",13.097634,80.2857005,1707.823313
S5-60-38,Narayanappa Nayakar Street,Tenable,60,92,351,5,"Narayanappa Nayakar Street, Ward 60, ROYAPURAM, Chennai, Tamil Nadu, India",13.0969799,80.2913411,UPHC36,5,56,Amman Koil South,"Urban Primary Health Centre, Amman Koil South, No 8; Appu Maistry St; Chennai  1",13.097634,80.2857005,780.2715835
S5-56-27,B.R.N Garden,UnTenable,56,203,955,5,"B.R.N Garden, Ward 56, ROYAPURAM, Chennai, Tamil Nadu, India",13.101256,80.286646,UPHC36,5,56,Amman Koil South,"Urban Primary Health Centre, Amman Koil South, No 8; Appu Maistry St; Chennai  1",13.097634,80.2857005,654.2594304
S5-63-69,South Koovam River Road,tenable,63,35,135,5,"South Koovam River Road, Ward 63, ROYAPURAM, Chennai, Tamil Nadu, India",13.0673075,80.2647185,UPHC38,5,63,Pudupet,"Urban Primary Health Centre, Pudupet, No 22; Langs Garden St; Pudupet; Chennai  2",13.0725116,80.2667391,841.0304954
S5-62-56,West Coovum River Road,UnTenable,62,76,258,5,"West Coovum River Road, Ward 62, ROYAPURAM, Chennai, Tamil Nadu, India",13.0721929,80.2682661,UPHC39,5,62,Chinthathirpet; Voluntary,"Urban Primary Health Centre, Chinthathirpet; Voluntary, 94 Cinganna Chtty Street Chindadhripet; Chennai  02",13.0749917,80.2697653,511.6808314
S5-62-61,West Koovam Atru Salai,Untenable,62,393,1457,5,"West Koovam Atru Salai, Ward 62, ROYAPURAM, Chennai, Tamil Nadu, India",13.0721929,80.2682661,UPHC39,5,62,Chinthathirpet; Voluntary,"Urban Primary Health Centre, Chinthathirpet; Voluntary, 94 Cinganna Chtty Street Chindadhripet; Chennai  02",13.0749917,80.2697653,511.6808314
S5-62-60,Pumping Station Road,UnTenable,62,358,1449,5,"Pumping Station Road, Ward 62, ROYAPURAM, Chennai, Tamil Nadu, India",13.0735843,80.2717934,UPHC39,5,62,Chinthathirpet; Voluntary,"Urban Primary Health Centre, Chinthathirpet; Voluntary, 94 Cinganna Chtty Street Chindadhripet; Chennai  02",13.0749917,80.2697653,446.1934994
S6-65-86,Makkaram Thottam,Tenable,65,320,1134,6,"Makkaram Thottam, Ward 65, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1192714,80.2073814,UPHC42,6,65,Kolathur II,"Urban Primary Health Centre, Kolathur II, Srinivasa Nagar 3St; Chennai  99",13.1198743,80.2083449,264.6012993
S6-68-96,Jai beem Nagar,Tenable,68,262,994,6,"Jai beem Nagar, Ward 68, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1175642,80.2373593,UPHC43,6,66,TVKNagar,"Urban Primary Health Centre, TVKNagar, No 1 Pallavan Salai; Chennai  11",13.1215392,80.2349751,804.8427803
S6-68-90,Maduraisamy Madam,Tenable,68,1045,4062,6,"Maduraisamy Madam, Ward 68, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.119938,80.2342226,UPHC43,6,66,TVKNagar,"Urban Primary Health Centre, TVKNagar, No 1 Pallavan Salai; Chennai  11",13.1215392,80.2349751,232.9880817
S6-68-91,MalliPoo Colony,Tenable,68,171,729,6,"MalliPoo Colony, Ward 68, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.119938,80.2342226,UPHC43,6,66,TVKNagar,"Urban Primary Health Centre, TVKNagar, No 1 Pallavan Salai; Chennai  11",13.1215392,80.2349751,232.9880817
S6-68-94,"Othavadai , Street & Lane",Tenable,68,265,937,6,"Othavadai , Street & Lane, Ward 68, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.119938,80.2342226,UPHC43,6,66,TVKNagar,"Urban Primary Health Centre, TVKNagar, No 1 Pallavan Salai; Chennai  11",13.1215392,80.2349751,232.9880817
S6-68-95,Poonusamy Nagar,Tenable,68,225,874,6,"Poonusamy Nagar, Ward 68, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.119938,80.2342226,UPHC43,6,66,TVKNagar,"Urban Primary Health Centre, TVKNagar, No 1 Pallavan Salai; Chennai  11",13.1215392,80.2349751,232.9880817
S6-68-99,Thidith Thottam,Tenable,68,1127,4147,6,"Thidith Thottam, Ward 68, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.119938,80.2342226,UPHC43,6,66,TVKNagar,"Urban Primary Health Centre, TVKNagar, No 1 Pallavan Salai; Chennai  11",13.1215392,80.2349751,232.9880817
S6-68-92,Apparao Garden,Tenable,68,38,154,6,"Apparao Garden, Ward 68, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1221353,80.2356011,UPHC43,6,66,TVKNagar,"Urban Primary Health Centre, TVKNagar, No 1 Pallavan Salai; Chennai  11",13.1215392,80.2349751,124.7366268
S6-67-11,Loco Works,Un-Tenable,67,74,276,6,"Loco Works, Ward 67, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1084849,80.2336027,UPHC44,6,67,Agaram South,"Urban Primary Health Centre, Agaram South, No 9 Somiya St; Agaram; Chennai  82",13.1116221,80.2294222,742.1691087
S6-66-2,K C Garden,Tenable,66,1587,5449,6,"K C Garden, Ward 66, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1183542,80.2300401,UPHC45,6,68,Sembium,"Urban Primary Health Centre, Sembium, No 238; Paper Mills Road; Sembuim Chennai  11",13.114988,80.2326908,612.7212941
S6-69-101,Maduma Nagar,Tenable,69,792,3086,6,"Maduma Nagar, Ward 69, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.120537,80.2451263,UPHC46,6,69,Siruvallur,"Urban Primary Health Centre, Siruvallur, No 12 Kapilar St; Perambur; Chennai  11",13.1205491,80.2435265,185.1921156
S6-73-50,Old Vazhaima Nagar,Tenable,73,464,1820,6,"Old Vazhaima Nagar, Ward 73, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0988485,80.2523934,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,178.8108097
S6-71-26,New Tank Bund Road,Tenable,71,122,418,6,"New Tank Bund Road, Ward 71, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0997065,80.2473328,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,621.7902355
S6-71-30,Krishnadoss Road,Tenable,71,847,3179,6,"Krishnadoss Road, Ward 71, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1029248,80.2492468,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,735.8024843
S6-71-22,Ekangipuram,Semi-Tenable,71,1194,4478,6,"Ekangipuram, Ward 71, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1032671,80.2453748,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,1125.950907
S6-71-23,Semathamman Colony,Un-Tenable,71,652,2349,6,"Semathamman Colony, Ward 71, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1058126,80.2444165,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,1449.962909
S6-71-32,Adhisesha Nagar,Tenable,71,412,1428,6,"Adhisesha Nagar, Ward 71, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1065119,80.2464203,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,1468.257775
S6-70-19,Arunthathi Nagar I,Semi-Tenable,70,566,2217,6,"Arunthathi Nagar I, Ward 70, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1074094,80.2512989,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,1164.607513
S6-70-20,Arunthathi Nagar II,Semi-Tenable,70,400,1654,6,"Arunthathi Nagar II, Ward 70, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1074094,80.2512989,UPHC48,6,73,Wadianagar,"Urban Primary Health Centre, Wadianagar, No 57; Cooks Road Ayanavaram; Chennai  23",13.0993089,80.2515437,1164.607513
S6-76-67,K.M. Garden,Tenable,76,1104,4548,6,"K.M. Garden, Ward 76, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0944623,80.2600368,UPHC52,6,76,CS Nagar,"Urban Primary Health Centre, CS Nagar, No 1; Sachidhanandam St; Kosapet; Chennai  12",13.0962231,80.2556528,666.5656146
S6-76-70,Ramanujam Garden,Tenable,76,25,102,6,"Ramanujam Garden, Ward 76, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0960065,80.2570181,UPHC52,6,76,CS Nagar,"Urban Primary Health Centre, CS Nagar, No 1; Sachidhanandam St; Kosapet; Chennai  12",13.0962231,80.2556528,410.5493108
S6-73-51,Pensioners Lane,Tenable,73,275,1323,6,"Pensioners Lane, Ward 73, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.098975,80.2558128,UPHC52,6,76,CS Nagar,"Urban Primary Health Centre, CS Nagar, No 1; Sachidhanandam St; Kosapet; Chennai  12",13.0962231,80.2556528,404.3659132
S6-72-43,V.O.C Nagar,Tenable,72,567,2388,6,"V.O.C Nagar, Ward 72, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1057185,80.2612958,UPHC52,6,76,CS Nagar,"Urban Primary Health Centre, CS Nagar, No 1; Sachidhanandam St; Kosapet; Chennai  12",13.0962231,80.2556528,1539.814111
S6-77-74,Kattur Nallamuthu Street,Tenable,77,26,125,6,"Kattur Nallamuthu Street, Ward 77, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0946789,80.2636159,UPHC53,6,77,KPPark,"Urban Primary Health Centre, KPPark, Demellows Road; Pulienthope; Chennai  112",13.0952953,80.2676807,610.9054573
S6-73-56,Gray Nagar,Tenable,73,119,603,6,"Gray Nagar, Ward 73, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1001556,80.2666298,UPHC53,6,77,KPPark,"Urban Primary Health Centre, KPPark, Demellows Road; Pulienthope; Chennai  112",13.0952953,80.2676807,867.6628912
S6-72-46,Narasimman Nagar,Tenable,72,238,957,6,"Narasimman Nagar, Ward 72, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.1044292,80.2666298,UPHC53,6,77,KPPark,"Urban Primary Health Centre, KPPark, Demellows Road; Pulienthope; Chennai  112",13.0952953,80.2676807,1567.595223
S7-79-2,Oragadam Colony,Untenable,79,370,1344,7,"Oragadam Colony, Ward 79, AMBATTUR, Chennai, Tamil Nadu, India",13.129026,80.1548021,UPHC55,7,79,Oragadam,"Urban Primary Health Centre, Oragadam, No 26; Gandhi High Road; Oragadam; Ambattur; Chennai  50",13.1216612,80.1514609,959.8062418
